Tanggal,Waktu,Tekanan 
2018-03-25,05:45:11,550
2018-03-25,05:50:30,521
2018-03-25,05:53:03,609
2018-03-25,05:55:41,1444
2018-03-25,05:58:17,624
2018-03-25,06:00:52,331
2018-03-25,06:03:29,1166
2018-03-25,06:06:07,536
2018-03-25,06:08:56,594
2018-03-25,06:11:40,711
2018-03-25,06:14:17,653
2018-03-25,06:16:52,594
2018-03-25,06:22:00,755
2018-03-25,06:24:38,609
2018-03-25,06:27:15,609
2018-03-25,06:30:05,433
2018-03-25,06:32:36,638
2018-03-25,06:35:20,609
2018-03-25,06:37:56,1078
2018-03-25,06:40:39,741
2018-03-25,06:43:14,1356
2018-03-25,06:48:22,653
2018-03-25,06:51:05,960
2018-03-25,06:56:22,697
2018-03-25,06:58:55,770
2018-03-25,07:01:29,667
2018-03-25,07:04:19,477
2018-03-25,07:06:58,1532
2018-03-25,07:09:33,653
2018-03-25,07:12:12,550
2018-03-25,07:14:51,697
2018-03-25,07:17:31,755
2018-03-25,07:20:11,799
2018-03-25,07:22:47,741
2018-03-25,07:25:25,741
2018-03-25,07:28:05,521
2018-03-25,07:30:49,741
2018-03-25,07:36:06,726
2018-03-25,07:38:44,697
2018-03-25,07:41:32,1678
2018-03-25,07:44:06,711
2018-03-25,07:46:42,755
2018-03-25,07:49:17,741
2018-03-25,07:51:50,682
2018-03-25,07:57:04,741
2018-03-25,07:59:44,741
2018-03-25,08:07:46,638
2018-03-25,08:10:29,799
2018-03-25,08:13:04,653
2018-03-25,08:15:41,711
2018-03-25,08:18:16,565
2018-03-25,08:20:55,755
2018-03-25,08:23:30,1253
2018-03-25,08:26:08,711
2018-03-25,08:28:55,521
2018-03-25,08:31:34,653
2018-03-25,08:34:09,653
2018-03-25,08:36:48,653
2018-03-25,08:39:25,1122
2018-03-25,08:42:00,1341
2018-03-25,08:44:37,404
2018-03-25,08:47:15,1341
2018-03-25,08:49:50,594
2018-03-25,08:52:25,521
2018-03-25,08:55:06,580
2018-03-25,08:57:45,1341
2018-03-25,09:00:23,594
2018-03-25,09:03:03,375
2018-03-25,09:05:40,565
2018-03-25,09:08:15,506
2018-03-25,09:10:49,653
2018-03-25,09:13:27,1166
2018-03-25,09:16:03,1004
2018-03-25,09:18:40,1136
2018-03-25,09:21:22,594
2018-03-25,09:24:01,1854
2018-03-25,09:31:48,785
2018-03-25,09:34:28,257
2018-03-25,09:37:04,462
2018-03-25,09:39:36,521
2018-03-25,09:42:16,477
2018-03-25,09:44:54,418
2018-03-25,09:50:09,536
2018-03-25,09:52:46,433
2018-03-25,09:55:19,536
2018-03-25,09:57:57,462
2018-03-25,10:00:33,1268
2018-03-25,10:03:08,1195
2018-03-25,10:05:47,287
2018-03-25,10:08:21,492
2018-03-25,10:10:57,228
2018-03-25,10:16:08,433
2018-03-25,10:18:46,990
2018-03-25,10:21:23,169
2018-03-25,10:24:01,1092
2018-03-25,10:26:31,521
2018-03-25,10:29:09,448
2018-03-25,10:31:47,521
2018-03-25,10:34:21,506
2018-03-25,10:36:56,492
2018-03-25,10:42:08,287
2018-03-25,10:44:47,521
2018-03-25,10:47:21,990
2018-03-25,10:49:59,462
2018-03-25,10:52:47,1751
2018-03-25,10:58:04,521
2018-03-25,11:00:38,418
2018-03-25,11:03:15,433
2018-03-25,11:05:52,316
2018-03-25,11:08:28,448
2018-03-25,11:13:41,243
2018-03-25,11:16:19,404
2018-03-25,11:18:54,433
2018-03-25,11:21:32,477
2018-03-25,11:24:19,404
2018-03-25,11:26:46,389
2018-03-25,11:35:02,272
2018-03-25,11:40:18,448
2018-03-25,11:42:58,829
2018-03-25,11:45:46,287
2018-03-25,11:48:33,228
2018-03-25,11:51:25,1283
2018-03-25,11:54:01,331
2018-03-25,11:56:39,550
2018-03-25,11:59:19,360
2018-03-25,12:01:58,550
2018-03-25,12:04:34,565
2018-03-25,12:07:09,492
2018-03-25,12:09:54,594
2018-03-25,12:12:31,1371
2018-03-25,12:15:06,331
2018-03-25,12:17:43,580
2018-03-25,12:20:23,492
2018-03-25,12:22:59,550
2018-03-25,12:25:35,1107
2018-03-25,12:28:12,1546
2018-03-25,12:30:47,404
2018-03-25,12:33:21,565
2018-03-25,12:35:58,697
2018-03-25,12:38:35,697
2018-03-25,12:41:16,404
2018-03-25,12:43:53,755
2018-03-25,12:46:32,741
2018-03-25,12:49:11,580
2018-03-25,12:51:48,814
2018-03-25,12:54:24,624
2018-03-25,12:57:00,565
2018-03-25,12:59:37,960
2018-03-25,13:02:14,741
2018-03-25,13:04:49,1458
2018-03-25,13:07:27,741
2018-03-25,13:10:03,565
2018-03-25,13:12:44,814
2018-03-25,13:15:30,785
2018-03-25,13:18:07,785
2018-03-25,13:20:44,506
2018-03-25,13:23:22,1063
2018-03-25,13:26:03,462
2018-03-25,13:28:45,770
2018-03-25,13:31:20,638
2018-03-25,13:33:55,1063
2018-03-25,13:36:36,726
2018-03-25,13:39:15,1444
2018-03-25,13:42:05,843
2018-03-25,13:44:46,799
2018-03-25,13:47:31,843
2018-03-25,13:52:50,814
2018-03-25,13:55:29,1356
2018-03-25,13:58:10,785
2018-03-25,14:03:27,829
2018-03-25,14:06:04,843
2018-03-25,14:08:53,902
2018-03-25,14:14:07,814
2018-03-25,14:16:46,1195
2018-03-25,14:19:23,858
2018-03-25,14:22:02,916
2018-03-25,14:24:37,1737
2018-03-25,14:29:49,1737
2018-03-25,14:32:21,843
2018-03-25,14:35:01,697
2018-03-25,14:37:40,902
2018-03-25,14:40:19,799
2018-03-25,14:42:56,960
2018-03-25,14:45:30,858
2018-03-25,14:48:15,887
2018-03-25,14:50:58,1634
2018-03-25,14:53:34,1136
2018-03-25,14:56:10,946
2018-03-25,14:58:47,785
2018-03-25,15:01:30,2074
2018-03-25,15:04:03,1063
2018-03-25,15:06:39,1341
2018-03-25,15:09:15,638
2018-03-25,15:11:53,2147
2018-03-25,15:14:30,799
2018-03-25,15:17:04,946
2018-03-25,15:19:41,1034
2018-03-25,15:22:17,1034
2018-03-25,15:24:53,799
2018-03-25,15:27:37,1869
2018-03-25,15:30:21,873
2018-03-25,15:33:04,975
2018-03-25,15:35:43,1092
2018-03-25,15:38:24,1034
2018-03-25,15:40:58,1883
2018-03-25,15:43:32,1927
2018-03-25,15:46:10,1180
2018-03-25,15:48:47,1195
2018-03-25,15:51:21,1209
2018-03-25,15:54:29,1034
2018-03-25,15:57:25,1253
2018-03-25,16:00:12,1444
2018-03-25,16:02:48,975
2018-03-25,16:05:24,1209
2018-03-25,16:08:02,1356
2018-03-25,16:10:37,1341
2018-03-25,16:13:10,1166
2018-03-25,16:15:45,1400
2018-03-25,16:20:54,1532
2018-03-25,16:23:27,1415
2018-03-25,16:26:04,2074
2018-03-25,16:29:10,1371
2018-03-25,16:31:42,1473
2018-03-25,16:34:24,1517
2018-03-25,16:37:32,1429
2018-03-25,16:40:06,1458
2018-03-25,16:42:45,1649
2018-03-25,16:48:09,2381
2018-03-25,16:50:43,1561
2018-03-25,16:53:41,1678
2018-03-25,16:56:38,1620
2018-03-25,16:59:23,1488
2018-03-25,17:02:01,1488
2018-03-25,17:04:35,1722
2018-03-25,17:07:12,1634
2018-03-25,17:09:51,1444
2018-03-25,17:12:25,2074
2018-03-25,17:15:02,1634
2018-03-25,17:20:23,1751
2018-03-25,17:23:17,1898
2018-03-25,17:25:50,1869
2018-03-25,17:28:39,2220
2018-03-25,17:31:33,2162
2018-03-25,17:34:08,2118
2018-03-25,17:36:43,2015
2018-03-25,17:39:17,2147
2018-03-25,17:42:07,3011
2018-03-25,17:44:40,2323
2018-03-25,17:47:28,2250
2018-03-25,17:50:23,2616
2018-03-25,17:52:57,2777
2018-03-25,17:55:33,2279
2018-03-25,18:00:45,2264
2018-03-25,18:03:18,2323
2018-03-25,18:05:59,2733
2018-03-25,18:11:11,2381
2018-03-25,18:13:46,2411
2018-03-25,18:16:21,2206
2018-03-25,18:18:59,2381
2018-03-25,18:21:32,2440
2018-03-25,18:24:05,2953
2018-03-25,18:26:52,2469
2018-03-25,18:29:44,2411
2018-03-25,18:34:56,2469
2018-03-25,18:37:35,2484
2018-03-25,18:40:06,2557
2018-03-25,18:42:42,2997
2018-03-25,18:45:18,2513
2018-03-25,18:47:55,3172
2018-03-25,18:50:31,2381
2018-03-25,18:53:06,2162
2018-03-25,18:55:45,2586
2018-03-25,18:58:24,2513
2018-03-25,19:00:58,3158
2018-03-25,19:03:35,2689
2018-03-25,19:06:10,2484
2018-03-25,19:08:45,2440
2018-03-25,19:11:20,2967
2018-03-25,19:13:57,2806
2018-03-25,19:16:32,3231
2018-03-25,19:19:05,2528
2018-03-25,19:21:40,2499
2018-03-25,19:24:13,2528
2018-03-25,19:26:49,2484
2018-03-25,19:29:20,2528
2018-03-25,19:31:58,2879
2018-03-25,19:34:33,3172
2018-03-25,19:37:11,2469
2018-03-25,19:39:47,2455
2018-03-25,19:45:25,2733
2018-03-25,19:48:00,2513
2018-03-25,19:50:40,2367
2018-03-25,19:53:13,2147
2018-03-25,19:55:49,2572
2018-03-25,19:58:24,2220
2018-03-25,20:01:00,2455
2018-03-25,20:03:36,2352
2018-03-25,20:06:10,2337
2018-03-25,20:08:44,2279
2018-03-25,20:11:20,3158
2018-03-25,20:13:58,2250
2018-03-25,20:16:32,3099
2018-03-25,20:19:03,2894
2018-03-25,20:21:58,2264
2018-03-25,20:24:40,2074
2018-03-25,20:27:22,2264
2018-03-25,20:29:57,2674
2018-03-25,20:32:36,2235
2018-03-25,20:35:11,2147
2018-03-25,20:37:47,2074
2018-03-25,20:42:58,2220
2018-03-25,20:45:30,1942
2018-03-25,20:48:14,2030
2018-03-25,20:50:52,2015
2018-03-25,20:53:27,3260
2018-03-25,20:56:05,1839
2018-03-25,20:58:46,1942
2018-03-25,21:01:22,1942
2018-03-25,21:03:55,2118
2018-03-25,21:06:32,1708
2018-03-25,21:09:12,2308
2018-03-25,21:11:48,2030
2018-03-25,21:14:38,1444
2018-03-25,21:17:13,2352
2018-03-25,21:19:48,1327
2018-03-25,21:22:24,1166
2018-03-25,21:25:02,1048
2018-03-25,21:27:41,1268
2018-03-25,21:30:17,858
2018-03-25,21:32:56,1151
2018-03-25,21:35:31,1634
2018-03-25,21:38:07,975
2018-03-25,21:40:42,814
2018-03-25,21:43:40,770
2018-03-25,21:46:21,711
2018-03-25,21:51:37,521
2018-03-25,21:54:12,624
2018-03-25,21:56:47,682
2018-03-25,21:59:23,404
2018-03-25,22:02:00,594
2018-03-25,22:04:37,521
2018-03-25,22:07:16,609
2018-03-25,22:09:53,521
2018-03-25,22:12:29,521
2018-03-25,22:15:12,594
2018-03-25,22:18:01,418
2018-03-25,22:20:36,228
2018-03-25,22:23:13,213
2018-03-25,22:25:50,843
2018-03-25,22:28:25,272
2018-03-25,22:30:58,462
2018-03-25,22:33:34,1063
2018-03-25,22:36:12,448
2018-03-25,22:38:46,433
2018-03-25,22:41:23,448
2018-03-25,22:46:37,243
2018-03-25,22:49:16,448
2018-03-25,22:51:52,433
2018-03-25,22:54:31,448
2018-03-25,22:59:45,316
2018-03-25,23:02:20,770
2018-03-25,23:04:57,389
2018-03-25,23:10:06,477
2018-03-25,23:12:57,360
2018-03-25,23:15:37,301
2018-03-25,23:20:50,462
2018-03-25,23:23:27,433
2018-03-25,23:26:02,331
2018-03-25,23:28:38,433
2018-03-25,23:31:11,375
2018-03-25,23:33:43,418
2018-03-25,23:36:28,404
2018-03-25,23:39:36,228
2018-03-25,23:42:10,448
2018-03-25,23:44:47,375
2018-03-25,23:47:22,404
2018-03-25,23:50:00,462
2018-03-25,23:52:35,448
2018-03-25,23:55:08,990
2018-03-25,23:57:44,448
2018-03-26,00:03:33,360
2018-03-26,00:09:16,448
2018-03-26,00:12:01,375
2018-03-26,00:14:41,404
2018-03-26,00:20:10,448
2018-03-26,00:22:45,345
2018-03-26,00:25:20,448
2018-03-26,00:27:55,257
2018-03-26,00:30:30,301
2018-03-26,00:33:04,184
2018-03-26,00:35:38,492
2018-03-26,00:38:13,433
2018-03-26,00:40:52,1063
2018-03-26,00:43:31,169
2018-03-26,00:46:08,492
2018-03-26,00:48:45,345
2018-03-26,00:51:22,521
2018-03-26,00:54:09,477
2018-03-26,00:56:46,331
2018-03-26,00:59:23,448
2018-03-26,01:04:36,433
2018-03-26,01:07:15,360
2018-03-26,01:09:48,418
2018-03-26,01:12:25,287
2018-03-26,01:15:02,477
2018-03-26,01:20:24,1166
2018-03-26,01:23:03,316
2018-03-26,01:25:38,418
2018-03-26,01:28:13,316
2018-03-26,01:30:49,506
2018-03-26,01:33:23,375
2018-03-26,01:36:05,316
2018-03-26,01:38:46,389
2018-03-26,01:41:31,433
2018-03-26,01:44:17,1576
2018-03-26,01:47:46,1078
2018-03-26,01:50:24,448
2018-03-26,01:52:59,462
2018-03-26,01:55:38,536
2018-03-26,01:58:12,301
2018-03-26,02:01:34,433
2018-03-26,02:04:13,492
2018-03-26,02:06:46,521
2018-03-26,02:09:28,462
2018-03-26,02:12:04,536
2018-03-26,02:15:17,316
2018-03-26,02:17:55,404
2018-03-26,02:21:19,433
2018-03-26,02:24:17,580
2018-03-26,02:26:51,492
2018-03-26,02:29:29,521
2018-03-26,02:32:00,565
2018-03-26,02:34:35,506
2018-03-26,02:37:13,565
2018-03-26,02:39:51,536
2018-03-26,02:42:26,1034
2018-03-26,02:45:02,301
2018-03-26,02:50:43,506
2018-03-26,02:56:27,653
2018-03-26,02:59:15,565
2018-03-26,03:04:23,1195
2018-03-26,03:06:59,536
2018-03-26,03:09:37,594
2018-03-26,03:12:12,1385
2018-03-26,03:14:48,624
2018-03-26,03:17:24,638
2018-03-26,03:22:36,404
2018-03-26,03:25:11,653
2018-03-26,03:27:48,653
2018-03-26,03:30:32,462
2018-03-26,03:33:15,829
2018-03-26,03:38:50,536
2018-03-26,03:41:29,594
2018-03-26,03:46:45,711
2018-03-26,03:49:22,565
2018-03-26,03:51:56,946
2018-03-26,03:54:43,682
2018-03-26,03:57:16,726
2018-03-26,04:00:06,609
2018-03-26,04:02:41,785
2018-03-26,04:05:19,1429
2018-03-26,04:08:01,711
2018-03-26,04:10:40,1620
2018-03-26,04:13:14,1004
2018-03-26,04:15:51,741
2018-03-26,04:18:27,667
2018-03-26,04:21:03,711
2018-03-26,04:23:38,887
2018-03-26,04:31:51,770
2018-03-26,04:34:24,1253
2018-03-26,04:39:39,770
2018-03-26,04:42:16,843
2018-03-26,04:44:49,814
2018-03-26,04:47:25,711
2018-03-26,04:52:53,1034
2018-03-26,04:55:39,697
2018-03-26,04:58:13,536
2018-03-26,05:03:44,785
2018-03-26,05:06:29,829
2018-03-26,05:09:01,785
2018-03-26,05:11:38,741
2018-03-26,05:14:18,1078
2018-03-26,05:17:01,448
2018-03-26,05:19:36,653
2018-03-26,05:22:11,755
2018-03-26,05:24:46,682
2018-03-26,05:27:20,682
2018-03-26,05:29:55,697
2018-03-26,05:32:34,755
2018-03-26,05:35:07,565
2018-03-26,05:37:40,814
2018-03-26,05:40:17,785
2018-03-26,05:42:52,858
2018-03-26,05:45:30,667
2018-03-26,05:48:09,653
2018-03-26,05:50:46,624
2018-03-26,05:53:23,785
2018-03-26,05:56:03,843
2018-03-26,06:01:31,1708
2018-03-26,06:04:09,1048
2018-03-26,06:06:48,873
2018-03-26,06:09:30,1180
2018-03-26,06:12:06,2162
2018-03-26,06:17:35,785
2018-03-26,06:20:29,916
2018-03-26,06:23:06,887
2018-03-26,06:25:42,770
2018-03-26,06:28:22,785
2018-03-26,06:31:08,902
2018-03-26,06:33:41,931
2018-03-26,06:39:05,902
2018-03-26,06:41:59,873
2018-03-26,06:44:35,814
2018-03-26,06:47:14,916
2018-03-26,06:49:50,902
2018-03-26,06:52:30,931
2018-03-26,06:55:06,960
2018-03-26,06:57:43,975
2018-03-26,07:00:16,873
2018-03-26,07:02:56,1708
2018-03-26,07:08:35,814
2018-03-26,07:17:12,990
2018-03-26,07:19:55,741
2018-03-26,07:22:33,1180
2018-03-26,07:28:07,946
2018-03-26,07:30:43,1048
2018-03-26,07:33:19,667
2018-03-26,07:35:57,887
2018-03-26,07:38:34,990
2018-03-26,07:41:15,1063
2018-03-26,07:46:59,990
2018-03-26,07:49:51,1092
2018-03-26,07:52:32,1004
2018-03-26,07:55:09,1722
2018-03-26,07:57:46,1004
2018-03-26,08:03:04,1605
2018-03-26,08:08:33,1034
2018-03-26,08:11:09,1781
2018-03-26,08:13:45,1048
2018-03-26,08:19:20,755
2018-03-26,08:21:59,916
2018-03-26,08:24:39,667
2018-03-26,08:27:18,916
2018-03-26,08:30:38,682
2018-03-26,08:33:15,829
2018-03-26,08:36:00,741
2018-03-26,08:38:38,726
2018-03-26,08:41:39,682
2018-03-26,08:44:21,785
2018-03-26,08:49:39,770
2018-03-26,08:52:26,506
2018-03-26,08:55:03,799
2018-03-26,08:57:44,667
2018-03-26,09:00:19,580
2018-03-26,09:02:53,1429
2018-03-26,09:05:28,653
2018-03-26,09:08:10,755
2018-03-26,09:10:50,741
2018-03-26,09:13:24,1327
2018-03-26,09:16:03,1561
2018-03-26,09:21:25,360
2018-03-26,09:24:01,624
2018-03-26,09:26:37,638
2018-03-26,09:32:19,345
2018-03-26,09:35:02,682
2018-03-26,09:37:39,1473
2018-03-26,09:40:12,492
2018-03-26,09:42:50,609
2018-03-26,09:45:25,550
2018-03-26,09:48:01,638
2018-03-26,09:53:09,287
2018-03-26,09:55:45,462
2018-03-26,09:58:20,536
2018-03-26,10:01:23,653
2018-03-26,10:03:58,638
2018-03-26,10:06:37,638
2018-03-26,10:09:15,1122
2018-03-26,10:11:56,594
2018-03-26,10:14:30,1312
2018-03-26,10:20:10,448
2018-03-26,10:25:57,418
2018-03-26,10:28:37,550
2018-03-26,10:31:14,521
2018-03-26,10:33:52,492
2018-03-26,10:36:36,565
2018-03-26,10:41:47,1283
2018-03-26,10:44:22,536
2018-03-26,10:46:58,448
2018-03-26,10:49:35,331
2018-03-26,10:52:10,521
2018-03-26,10:54:44,667
2018-03-26,10:57:20,389
2018-03-26,10:59:56,536
2018-03-26,11:02:32,418
2018-03-26,11:05:08,477
2018-03-26,11:07:45,345
2018-03-26,11:12:58,301
2018-03-26,11:15:33,1620
2018-03-26,11:18:13,316
2018-03-26,11:20:50,272
2018-03-26,11:23:26,462
2018-03-26,11:26:07,477
2018-03-26,11:28:44,243
2018-03-26,11:31:19,287
2018-03-26,11:33:55,946
2018-03-26,11:39:09,492
2018-03-26,11:41:45,1224
2018-03-26,11:44:20,433
2018-03-26,11:46:56,1063
2018-03-26,11:49:32,711
2018-03-26,11:54:46,565
2018-03-26,11:57:24,550
2018-03-26,11:59:59,1195
2018-03-26,12:05:45,653
2018-03-26,12:11:10,785
2018-03-26,12:13:46,580
2018-03-26,12:16:20,609
2018-03-26,12:18:53,653
2018-03-26,12:21:31,521
2018-03-26,12:24:06,682
2018-03-26,12:26:48,638
2018-03-26,12:29:26,580
2018-03-26,12:32:06,1590
2018-03-26,12:34:43,1078
2018-03-26,12:37:23,770
2018-03-26,12:40:02,580
2018-03-26,12:42:40,711
2018-03-26,12:45:18,741
2018-03-26,12:47:56,653
2018-03-26,12:53:11,814
2018-03-26,12:55:48,770
2018-03-26,12:58:40,887
2018-03-26,13:01:17,873
2018-03-26,13:03:55,1473
2018-03-26,13:09:20,843
2018-03-26,13:12:00,843
2018-03-26,13:14:37,829
2018-03-26,13:17:15,697
2018-03-26,13:19:47,1634
2018-03-26,13:22:23,1180
2018-03-26,13:24:58,1195
2018-03-26,13:30:18,741
2018-03-26,13:33:00,887
2018-03-26,13:35:34,565
2018-03-26,13:38:15,594
2018-03-26,13:40:52,799
2018-03-26,13:46:04,1532
2018-03-26,13:48:40,858
2018-03-26,13:51:24,931
2018-03-26,13:54:00,814
2018-03-26,13:56:35,1795
2018-03-26,13:59:09,785
2018-03-26,14:01:45,1019
2018-03-26,14:04:24,858
2018-03-26,14:07:05,902
2018-03-26,14:12:48,755
2018-03-26,14:18:30,1151
2018-03-26,14:23:48,887
2018-03-26,14:29:07,960
2018-03-26,14:32:00,990
2018-03-26,14:34:35,1107
2018-03-26,14:37:13,1019
2018-03-26,14:39:50,1048
2018-03-26,14:42:34,990
2018-03-26,14:45:08,843
2018-03-26,14:48:00,873
2018-03-26,14:50:36,624
2018-03-26,14:53:13,1415
2018-03-26,14:55:53,1048
2018-03-26,14:58:27,1722
2018-03-26,15:01:02,1092
2018-03-26,15:03:43,1576
2018-03-26,15:06:20,1898
2018-03-26,15:08:58,1209
2018-03-26,15:11:32,1166
2018-03-26,15:14:05,1502
2018-03-26,15:17:14,1180
2018-03-26,15:19:50,1546
2018-03-26,15:22:27,1664
2018-03-26,15:25:02,1166
2018-03-26,15:27:50,1019
2018-03-26,15:30:25,1019
2018-03-26,15:33:02,1883
2018-03-26,15:35:41,1092
2018-03-26,15:38:17,1195
2018-03-26,15:40:53,1371
2018-03-26,15:43:55,1312
2018-03-26,15:46:53,1078
2018-03-26,15:49:35,1283
2018-03-26,15:52:10,1209
2018-03-26,15:54:47,1283
2018-03-26,15:57:25,1268
2018-03-26,16:00:08,1341
2018-03-26,16:02:57,1371
2018-03-26,16:05:30,1341
2018-03-26,16:08:03,1400
2018-03-26,16:10:43,1957
2018-03-26,16:13:43,1546
2018-03-26,16:16:33,1415
2018-03-26,16:19:31,1429
2018-03-26,16:22:08,1781
2018-03-26,16:30:38,1517
2018-03-26,16:33:21,1473
2018-03-26,16:35:54,1957
2018-03-26,16:38:31,1253
2018-03-26,16:41:16,1283
2018-03-26,16:46:58,1546
2018-03-26,16:50:06,1693
2018-03-26,16:53:12,1371
2018-03-26,16:55:46,1532
2018-03-26,16:58:20,2191
2018-03-26,17:01:14,1576
2018-03-26,17:03:57,1429
2018-03-26,17:06:32,1678
2018-03-26,17:09:18,1722
2018-03-26,17:15:00,1488
2018-03-26,17:17:40,2484
2018-03-26,17:20:16,1854
2018-03-26,17:25:43,1634
2018-03-26,17:28:36,1664
2018-03-26,17:31:04,1751
2018-03-26,17:37:19,1854
2018-03-26,17:39:54,1942
2018-03-26,17:42:30,2015
2018-03-26,17:45:06,2396
2018-03-26,17:47:42,1781
2018-03-26,17:50:20,2000
2018-03-26,17:52:55,1986
2018-03-26,17:58:18,2015
2018-03-26,18:01:10,1854
2018-03-26,18:06:36,1883
2018-03-26,18:12:42,2748
2018-03-26,18:18:01,1898
2018-03-26,18:23:10,2074
2018-03-26,18:25:43,2499
2018-03-26,18:28:19,2088
2018-03-26,18:30:51,2660
2018-03-26,18:33:28,2118
2018-03-26,18:36:22,2000
2018-03-26,18:38:59,2850
2018-03-26,18:41:32,2103
2018-03-26,18:44:06,2674
2018-03-26,18:46:43,2835
2018-03-26,18:49:19,2850
2018-03-26,18:51:55,2909
2018-03-26,18:54:29,2147
2018-03-26,18:57:04,2323
2018-03-26,18:59:40,2293
2018-03-26,19:02:21,2308
2018-03-26,19:04:57,2279
2018-03-26,19:07:33,2074
2018-03-26,19:12:49,2074
2018-03-26,19:15:46,2660
2018-03-26,19:18:38,2030
2018-03-26,19:21:27,2235
2018-03-26,19:24:03,2835
2018-03-26,19:26:40,2030
2018-03-26,19:29:16,2235
2018-03-26,19:34:34,3407
2018-03-26,19:37:11,2323
2018-03-26,19:42:39,3319
2018-03-26,19:47:55,2557
2018-03-26,19:50:46,2425
2018-03-26,19:53:21,2074
2018-03-26,19:55:57,2411
2018-03-26,20:01:13,2352
2018-03-26,20:04:02,2440
2018-03-26,20:06:40,2455
2018-03-26,20:12:38,2513
2018-03-26,20:15:16,2440
2018-03-26,20:17:54,2513
2018-03-26,20:20:27,2308
2018-03-26,20:23:02,2425
2018-03-26,20:28:39,2411
2018-03-26,20:31:14,2323
2018-03-26,20:34:09,2220
2018-03-26,20:36:58,2235
2018-03-26,20:39:34,2074
2018-03-26,20:42:10,2308
2018-03-26,20:44:56,2308
2018-03-26,20:48:32,2132
2018-03-26,20:51:24,2455
2018-03-26,20:54:01,1986
2018-03-26,20:56:36,2865
2018-03-26,21:02:16,1751
2018-03-26,21:04:53,1869
2018-03-26,21:07:27,2572
2018-03-26,21:13:10,1664
2018-03-26,21:18:52,1385
2018-03-26,21:21:30,1444
2018-03-26,21:24:04,2323
2018-03-26,21:29:20,1239
2018-03-26,21:31:56,1942
2018-03-26,21:34:30,1283
2018-03-26,21:40:11,829
2018-03-26,21:45:22,755
2018-03-26,21:48:05,755
2018-03-26,21:50:40,536
2018-03-26,21:53:15,609
2018-03-26,21:56:07,975
2018-03-26,21:58:44,609
2018-03-26,22:01:18,1429
2018-03-26,22:04:03,638
2018-03-26,22:06:38,345
2018-03-26,22:09:14,594
2018-03-26,22:11:59,550
2018-03-26,22:14:49,506
2018-03-26,22:17:40,316
2018-03-26,22:22:49,155
2018-03-26,22:25:28,418
2018-03-26,22:30:47,462
2018-03-26,22:33:48,433
2018-03-26,22:36:21,360
2018-03-26,22:38:59,125
2018-03-26,22:41:48,418
2018-03-26,22:44:21,125
2018-03-26,22:46:58,404
2018-03-26,22:49:36,184
2018-03-26,22:52:10,404
2018-03-26,22:54:45,1122
2018-03-26,23:00:10,375
2018-03-26,23:05:49,404
2018-03-26,23:11:35,243
2018-03-26,23:19:35,448
2018-03-26,23:25:28,462
2018-03-26,23:31:22,360
2018-03-26,23:34:13,345
2018-03-26,23:45:45,946
2018-03-26,23:48:21,316
2018-03-26,23:50:58,316
2018-03-26,23:56:38,404
2018-03-27,00:01:48,243
2018-03-27,00:07:12,375
2018-03-27,00:10:06,96
2018-03-27,00:12:56,418
2018-03-27,00:15:35,477
2018-03-27,00:18:13,462
2018-03-27,00:21:18,375
2018-03-27,00:24:15,462
2018-03-27,00:26:53,477
2018-03-27,00:29:32,389
2018-03-27,00:32:49,536
2018-03-27,00:38:39,492
2018-03-27,00:41:30,375
2018-03-27,00:46:44,462
2018-03-27,00:49:19,1283
2018-03-27,00:51:53,433
2018-03-27,00:54:31,1341
2018-03-27,00:57:01,272
2018-03-27,00:59:55,375
2018-03-27,01:02:30,873
2018-03-27,01:05:05,975
2018-03-27,01:07:46,316
2018-03-27,01:10:26,418
2018-03-27,01:13:00,521
2018-03-27,01:15:35,653
2018-03-27,01:18:13,1078
2018-03-27,01:20:48,477
2018-03-27,01:23:25,477
2018-03-27,01:26:05,375
2018-03-27,01:28:41,389
2018-03-27,01:31:21,462
2018-03-27,01:33:57,448
2018-03-27,01:36:31,550
2018-03-27,01:39:05,492
2018-03-27,01:41:40,1209
2018-03-27,01:44:13,741
2018-03-27,01:46:54,506
2018-03-27,01:52:09,477
2018-03-27,01:54:49,1151
2018-03-27,02:00:11,331
2018-03-27,02:02:45,829
2018-03-27,02:05:20,550
2018-03-27,02:07:55,536
2018-03-27,02:10:34,492
2018-03-27,02:13:05,257
2018-03-27,02:15:42,448
2018-03-27,02:18:25,492
2018-03-27,02:20:58,477
2018-03-27,02:23:33,433
2018-03-27,02:26:08,594
2018-03-27,02:28:43,550
2018-03-27,02:31:19,506
2018-03-27,02:33:56,521
2018-03-27,02:36:36,492
2018-03-27,02:39:12,902
2018-03-27,02:41:49,697
2018-03-27,02:57:40,594
2018-03-27,03:03:02,682
2018-03-27,03:05:46,653
2018-03-27,03:11:07,1224
2018-03-27,03:13:48,638
2018-03-27,03:16:35,829
2018-03-27,03:19:24,653
2018-03-27,03:22:21,638
2018-03-27,03:24:58,1107
2018-03-27,03:27:40,448
2018-03-27,03:33:25,667
2018-03-27,03:36:16,667
2018-03-27,03:39:02,550
2018-03-27,03:41:40,697
2018-03-27,03:44:18,799
2018-03-27,03:49:49,375
2018-03-27,03:52:27,565
2018-03-27,03:57:40,682
2018-03-27,04:00:19,565
2018-03-27,04:03:10,726
2018-03-27,04:05:50,755
